number,title,state,labels,milestone,user,assignee,assignees,created_at,updated_at,closed_at,body
1217,Breakpoint split view does not have added right-click menus on alignments/pileup track,closed,bug,,cmdcolin,,,2020-09-16T18:25:31Z,2020-09-16T20:21:06Z,2020-09-16T20:21:06Z,"E.g. dotplot vs ref, linear read vs ref

Related to the autorun that watches this"
1216,'open new split view' menu item in SV inspector has off-by-one error,closed,bug,,rbuels,garrettjstevens,garrettjstevens,2020-09-16T18:09:25Z,2020-09-17T21:25:49Z,2020-09-17T21:25:49Z,"When you click 'open new split view' for a row in the SV inspector, it opens a split view for the feature *below* the one you clicked on."
1215,auto-detect STAR-Fusion file type in SV inspector,closed,"enhancement,size small",,rbuels,,,2020-09-16T18:05:12Z,2020-09-17T19:38:06Z,2020-09-17T19:38:06Z,"In the SV inspector's input form, if a TSV filename matches `/\bstar-fusion\b/`, it should be auto-detected as a STAR-Fusion file"
1214,Auto-deploy builds of jbrowse-desktop,open,enhancement,,cmdcolin,,,2020-09-16T16:22:12Z,2020-09-17T12:26:05Z,,Use github actions or travis-CI probably
1213,Update so the exe name is jbrowse-desktop,closed,,,cmdcolin,,,2020-09-16T16:18:36Z,2020-09-18T16:31:20Z,2020-09-18T16:31:17Z,"This produces an exe name that is jbrowse-desktop on all platforms

I think that it is better this way because the ""JBrowse 2"" exe name is somewhat awkward on linux for example, and could be confused with jbrowse CLI

Also gives the package name a @gmod namespace
"
1212,Add HicTrack type,closed,,,cmdcolin,,,2020-09-15T16:13:43Z,2020-09-16T20:02:13Z,2020-09-16T19:59:41Z,"Makes HicTrack a special track type

Includes a small bugfix to serverSideRenderedBlock where self.setError should return and not continue on with it's execution"
1211,Session tracks,closed,,,cmdcolin,cmdcolin,cmdcolin,2020-09-15T01:50:32Z,2020-09-30T21:00:13Z,2020-09-30T18:03:46Z,"This is a very simple minimal set of changes to allow session tracks

Notes

1) Very minimal set of changes, checks if admin mode in addTrackConf, diverts to rootModel.jbrowse if so, otherwise adds to session.sessionTracks
2) Then we generateHierarchy(session.tracks.concat(session.sessionTracks)) for the hierarchical track selector

This is very minimal nicely and allows refreshing the page and keeping your added track if it is a URL

Other notes
1) Does not know how to handle refreshing a local file that was opened, might want to check for that
2) Has xss related to config callbacks in the URL

"
1210,Add ability to set tracklabels as overlapping track or not using LGV view state,closed,,,cmdcolin,,,2020-09-14T22:04:40Z,2020-10-02T19:56:30Z,2020-10-02T19:54:57Z,"This adds a concept where a user can have some configuration options on their session. I envision a further configuration panel that can be associated with this

 
Addresses #897 "
1209,Rubberband guide 1178,closed,bug,,teresam856,teresam856,teresam856,2020-09-14T18:03:59Z,2020-09-23T16:12:25Z,2020-09-23T15:38:40Z,"In this PR:
[Issue 1178](https://github.com/GMOD/jbrowse-components/issues/1178)

RubberBand.tsx
- modified vertical guide to include refname
- need to add start to the guide px offset to fix the bug

Without refName
<img width=""1440"" alt=""ruuberband_guide"" src=""https://user-images.githubusercontent.com/45598764/93121571-ea43a980-f679-11ea-87a2-12174c9127d3.png"">

withRefName
<img width=""1440"" alt=""rubberband_guide_with_refname"" src=""https://user-images.githubusercontent.com/45598764/93121566-e7e14f80-f679-11ea-9fdd-8509281ba5d0.png"">
"
1208,GitHub paginate,closed,,,cmdcolin,,,2020-09-14T17:02:49Z,2020-09-14T20:55:23Z,2020-09-14T17:32:25Z,"This is a method to paginate multiple pages of output from Github

It fetches one page at a time with await in loop and stops when it gets an empty array response

Check `curl ""https://api.github.com/repos/GMOD/jbrowse-components/releases?page=2""` for example of the empty response

"
1207,"Allow viewing BAM or VCF header info in ""About this track""",closed,enhancement,,cmdcolin,,,2020-09-14T14:16:56Z,2020-10-30T18:29:41Z,2020-10-30T18:29:41Z,The header sometimes contain useful information about the track
1206,Slow push tags,closed,,,cmdcolin,,,2020-09-13T21:36:14Z,2020-09-13T22:16:54Z,2020-09-13T21:57:52Z,"This is a possible fix for #1184 

The syntax

git push origin tag ""v2*""


Ref https://stackoverflow.com/a/60802071/2129219, tested and does work. So it first does a


`git push origin tag ""@gmod/jbrowse-web*""` and then a `git push --follow-tags` to push the rest



"
1205,Running a publish results in an error,closed,bug,,cmdcolin,,,2020-09-13T21:30:58Z,2020-09-13T21:58:04Z,2020-09-13T21:58:04Z,"Full output of a publish

```
yarn run lerna-publish
yarn run v1.22.4
$ lerna publish --no-push && git push origin tag ""@gmod/jbrowse-web*"" && git push --follow-tags
lerna notice cli v3.22.0
lerna info versioning independent
lerna WARN Yarn's registry proxy is broken, replacing with public npm registry
lerna WARN If you don't have an npm token, you should exit and run `npm login`
lerna info Looking for changed packages since @gmod/jbrowse-cli@0.0.1-beta.21
? Select a new version for @gmod/jbrowse-core (currently 0.0.1-beta.21) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.22) 0.0.1-beta.22
? Select a new version for @gmod/jbrowse-development-tools (currently 0.0.1-beta.26) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.27) 0.0.1-beta.27
? Select a new version for @gmod/jbrowse-plugin-alignments (currently 0.0.1-beta.17) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.18) 0.0.1-beta.18
? Select a new version for @gmod/jbrowse-plugin-bed (currently 0.0.1-beta.11) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.12) 0.0.1-beta.12
? Select a new version for @gmod/jbrowse-plugin-breakpoint-split-view (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-config (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-data-management (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-dotplot-view (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-hic (currently 0.0.1-beta.11) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.12) 0.0.1-beta.12
? Select a new version for @gmod/jbrowse-plugin-linear-comparative-view (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-linear-genome-view (currently 0.0.1-beta.13) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.14) 0.0.1-beta.14
? Select a new version for @gmod/jbrowse-plugin-sequence (currently 0.0.1-beta.12) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.13) 0.0.1-beta.13
? Select a new version for @gmod/jbrowse-plugin-spreadsheet-view (currently 0.0.1-beta.17) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.18) 0.0.1-beta.18
? Select a new version for @gmod/jbrowse-plugin-svg (currently 0.0.1-beta.12) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.13) 0.0.1-beta.13
? Select a new version for @gmod/jbrowse-plugin-variants (currently 0.0.1-beta.17) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.18) 0.0.1-beta.18
? Select a new version for @gmod/jbrowse-plugin-wiggle (currently 0.0.1-beta.12) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.13) 0.0.1-beta.13
? Select a new version for @gmod/jbrowse-cli (currently 0.0.1-beta.21) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.22) 0.0.1-beta.22
? Select a new version for jbrowse-desktop (currently 0.0.1-beta.22) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.23) 0.0.1-beta.23
? Select a new version for @gmod/jbrowse-protein-widget (currently 0.0.1-beta.18) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.19) 0.0.1-beta.19
? Select a new version for @gmod/jbrowse-web (currently 0.0.1-beta.23) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.24) 0.0.1-beta.24
? Select a new version for website (currently 0.0.1-beta.14) Custom Prerelease
? Enter a prerelease identifier (default: ""beta"", yielding 0.0.1-beta.15) 0.0.1-beta.15

Changes:
 - @gmod/jbrowse-core: 0.0.1-beta.21 => 0.0.1-beta.22
 - @gmod/jbrowse-development-tools: 0.0.1-beta.26 => 0.0.1-beta.27
 - @gmod/jbrowse-plugin-alignments: 0.0.1-beta.17 => 0.0.1-beta.18 (private)
 - @gmod/jbrowse-plugin-bed: 0.0.1-beta.11 => 0.0.1-beta.12 (private)
 - @gmod/jbrowse-plugin-breakpoint-split-view: 0.0.1-beta.13 => 0.0.1-beta.14 (private)
 - @gmod/jbrowse-plugin-config: 0.0.1-beta.13 => 0.0.1-beta.14 (private)
 - @gmod/jbrowse-plugin-data-management: 0.0.1-beta.13 => 0.0.1-beta.14 (private)
 - @gmod/jbrowse-plugin-dotplot-view: 0.0.1-beta.13 => 0.0.1-beta.14 (private)
 - @gmod/jbrowse-plugin-hic: 0.0.1-beta.11 => 0.0.1-beta.12 (private)
 - @gmod/jbrowse-plugin-linear-comparative-view: 0.0.1-beta.13 => 0.0.1-beta.14 (private)
 - @gmod/jbrowse-plugin-linear-genome-view: 0.0.1-beta.13 => 0.0.1-beta.14
 - @gmod/jbrowse-plugin-sequence: 0.0.1-beta.12 => 0.0.1-beta.13 (private)
 - @gmod/jbrowse-plugin-spreadsheet-view: 0.0.1-beta.17 => 0.0.1-beta.18 (private)
 - @gmod/jbrowse-plugin-svg: 0.0.1-beta.12 => 0.0.1-beta.13 (private)
 - @gmod/jbrowse-plugin-variants: 0.0.1-beta.17 => 0.0.1-beta.18 (private)
 - @gmod/jbrowse-plugin-wiggle: 0.0.1-beta.12 => 0.0.1-beta.13 (private)
 - @gmod/jbrowse-cli: 0.0.1-beta.21 => 0.0.1-beta.22
 - jbrowse-desktop: 0.0.1-beta.22 => 0.0.1-beta.23 (private)
 - @gmod/jbrowse-protein-widget: 0.0.1-beta.18 => 0.0.1-beta.19 (private)
 - @gmod/jbrowse-web: 0.0.1-beta.23 => 0.0.1-beta.24
 - website: 0.0.1-beta.14 => 0.0.1-beta.15 (private)

? Are you sure you want to publish these packages? Yes
lerna info execute Skipping git push
lerna info execute Skipping releases
lerna info lifecycle @gmod/jbrowse-cli@0.0.1-beta.22~version: @gmod/jbrowse-cli@0.0.1-beta.22
lerna info lifecycle @gmod/jbrowse-core@0.0.1-beta.22~version: @gmod/jbrowse-core@0.0.1-beta.22
lerna WARN lifecycle The node binary used for scripts is /tmp/yarn--1600032352668-0.7812345490079529/node but npm is using /home/linuxbrew/.linuxbrew/Cellar/node/14.10.1/bin/node itself. Use the `--scripts-prepend-node-path` option to include the path for the node binary npm was executed with.

> @gmod/jbrowse-core@0.0.1-beta.22 version /home/cdiesh/src/jbrowse-components/packages/core
> standard-changelog && git add CHANGELOG.md

✔ output changes to CHANGELOG.md

> @gmod/jbrowse-cli@0.0.1-beta.22 version /home/cdiesh/src/jbrowse-components/products/jbrowse-cli
> oclif-dev readme && git add README.md

replacing <!-- commands --> in README.md
lerna info lifecycle @gmod/jbrowse-development-tools@0.0.1-beta.27~version: @gmod/jbrowse-development-tools@0.0.1-beta.27

> @gmod/jbrowse-development-tools@0.0.1-beta.27 version /home/cdiesh/src/jbrowse-components/packages/development-tools
> standard-changelog && git add CHANGELOG.md

✔ output changes to CHANGELOG.md
lerna info publish Publishing packages to npm...
lerna info Verifying npm credentials
lerna http fetch GET 200 https://registry.npmjs.org/-/npm/v1/user 592ms
lerna http fetch GET 200 https://registry.npmjs.org/-/org/cmdcolin/package?format=cli 208ms
lerna info Checking two-factor auth mode
lerna http fetch GET 200 https://registry.npmjs.org/-/npm/v1/user 160ms
lerna WARN ENOLICENSE Packages @gmod/jbrowse-development-tools, @gmod/jbrowse-plugin-linear-genome-view, @gmod/jbrowse-cli, and @gmod/jbrowse-web are missing a license.
lerna WARN ENOLICENSE One way to fix this is to add a LICENSE.md file to the root of this repository.
lerna WARN ENOLICENSE See https://choosealicense.com for additional guidance.
lerna info lifecycle @gmod/jbrowse-core@0.0.1-beta.22~prepare: @gmod/jbrowse-core@0.0.1-beta.22

> @gmod/jbrowse-core@0.0.1-beta.22 prepare /home/cdiesh/src/jbrowse-components/packages/core
> npm run build

npm WARN lifecycle The node binary used for scripts is /tmp/yarn--1600032352668-0.7812345490079529/node but npm is using /home/linuxbrew/.linuxbrew/Cellar/node/14.10.1/bin/node itself. Use the `--scripts-prepend-node-path` option to include the path for the node binary npm was executed with.

> @gmod/jbrowse-core@0.0.1-beta.22 prebuild /home/cdiesh/src/jbrowse-components/packages/core
> npm run clean

npm WARN lifecycle The node binary used for scripts is /tmp/yarn--1600032352668-0.7812345490079529/node but npm is using /home/linuxbrew/.linuxbrew/Cellar/node/14.10.1/bin/node itself. Use the `--scripts-prepend-node-path` option to include the path for the node binary npm was executed with.

> @gmod/jbrowse-core@0.0.1-beta.22 clean /home/cdiesh/src/jbrowse-components/packages/core
> rimraf dist


> @gmod/jbrowse-core@0.0.1-beta.22 build /home/cdiesh/src/jbrowse-components/packages/core
> NODE_ENV=production babel . --root-mode upward --out-dir dist --extensions '.ts,.js,.tsx,.jsx' && cp package.json CHANGELOG.md LICENSE dist/ && tsc

Successfully compiled 119 files with Babel (4896ms).
lerna info lifecycle @gmod/jbrowse-plugin-linear-genome-view@0.0.1-beta.14~prepublishOnly: @gmod/jbrowse-plugin-linear-genome-view@0.0.1-beta.14
lerna info lifecycle @gmod/jbrowse-cli@0.0.1-beta.22~prepack: @gmod/jbrowse-cli@0.0.1-beta.22

> @gmod/jbrowse-plugin-linear-genome-view@0.0.1-beta.14 prepublishOnly /home/cdiesh/src/jbrowse-components/plugins/linear-genome-view
> yarn test

$ cd ../..; jest packages/linear-genome-view
jest-haste-map: Haste module naming collision: @gmod/jbrowse-core
  The following files share their name; please adjust your hasteImpl:
    * <rootDir>/packages/core/dist/package.json
    * <rootDir>/packages/core/package.json

No tests found, exiting with code 1
Run with `--passWithNoTests` to exit with code 0
In /home/cdiesh/src/jbrowse-components
  1161 files checked.
  roots: /home/cdiesh/src/jbrowse-components, /home/cdiesh/src/jbrowse-components/packages, /home/cdiesh/src/jbrowse-components/products, /home/cdiesh/src/jbrowse-components/plugins - 1161 matches
  testMatch: /home/cdiesh/src/jbrowse-components/**/__tests__/**/*.{js,jsx,ts,tsx}, /home/cdiesh/src/jbrowse-components/**/*.(spec|test).{js,jsx,ts,tsx} - 135 matches
  testPathIgnorePatterns: /dist/ - 924 matches
  testRegex:  - 0 matches
Pattern: packages/linear-genome-view - 0 matches
error Command failed with exit code 1.
info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
lerna info lifecycle @gmod/jbrowse-development-tools@0.0.1-beta.27~prepare: @gmod/jbrowse-development-tools@0.0.1-beta.27
lerna info lifecycle @gmod/jbrowse-plugin-linear-genome-view@0.0.1-beta.14~prepublishOnly: Failed to exec prepublishOnly script

> @gmod/jbrowse-cli@0.0.1-beta.22 prepack /home/cdiesh/src/jbrowse-components/products/jbrowse-cli
> rm -rf lib && tsc -b && oclif-dev manifest && oclif-dev readme

error Command failed with exit code 1.
info Visit https://yarnpkg.com/en/docs/cli/run for documentation about this command.
~/s/jbrowse-components ❯❯❯ wrote manifest to /home/cdiesh/src/jbrowse-components/products/jbrowse-cli/oclif.manifest.json                                                                       ✘ 1
replacing <!-- commands --> in README.md


```


Might be related to https://github.com/GMOD/jbrowse-components/pull/1180"
1204,"Feature rendering has some ""overlapping features""",open,bug,,cmdcolin,,,2020-09-12T22:55:46Z,2020-09-12T22:58:41Z,,"See

![Screenshot from 2020-09-12 18-53-56](https://user-images.githubusercontent.com/6511937/93006376-6aa6c500-f529-11ea-8e54-0ba086e5863d.png)

This results from viewing the file https://ftp.ncbi.nih.gov/snp/population_frequency/TrackHub/20200227123210/hg38/ALFA_GLB.bb in jbrowse desktop

Can open the trackhub if interested :) https://ftp.ncbi.nih.gov/snp/population_frequency/TrackHub/20200227123210/

Consider it a ""low priority issue"" perhaps but it does occur
"
1203,Ability to add .hic file via the Add track,closed,enhancement,,cmdcolin,,,2020-09-12T22:33:20Z,2020-09-16T20:03:32Z,2020-09-16T20:03:32Z,
1202,Adding .bb file should use SvgFeatureRenderer,closed,enhancement,,cmdcolin,,,2020-09-12T22:33:04Z,2020-10-14T17:12:30Z,2020-10-14T17:12:30Z,Currently uses PileupRenderer
1201,Bump node-fetch from 2.6.0 to 2.6.1,closed,dependencies,,dependabot[bot],,,2020-09-12T08:09:24Z,2020-09-16T20:58:13Z,2020-09-16T20:58:03Z,"Bumps [node-fetch](https://github.com/bitinn/node-fetch) from 2.6.0 to 2.6.1.
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/bitinn/node-fetch/releases"">node-fetch's releases</a>.</em></p>
<blockquote>
<h2>v2.6.1</h2>
<p><strong>This is an important security release. It is strongly recommended to update as soon as possible.</strong></p>
<p>See <a href=""https://github.com/node-fetch/node-fetch/blob/master/docs/CHANGELOG.md#v261"">CHANGELOG</a> for details.</p>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/node-fetch/node-fetch/blob/master/docs/CHANGELOG.md"">node-fetch's changelog</a>.</em></p>
<blockquote>
<h2>v2.6.1</h2>
<p><strong>This is an important security release. It is strongly recommended to update as soon as possible.</strong></p>
<ul>
<li>Fix: honor the <code>size</code> option after following a redirect.</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/b5e2e41b2b50bf2997720d6125accaf0dd68c0ab""><code>b5e2e41</code></a> update version number</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/2358a6c2563d1730a0cdaccc197c611949f6a334""><code>2358a6c</code></a> Honor the <code>size</code> option after following a redirect and revert data uri support</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/8c197f8982a238b3c345c64b17bfa92e16b4f7c4""><code>8c197f8</code></a> docs: Fix typos and grammatical errors in README.md (<a href=""https://github-redirect.dependabot.com/bitinn/node-fetch/issues/686"">#686</a>)</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/1e99050f944ac435fce26a9549eadcc2419a968a""><code>1e99050</code></a> fix: Change error message thrown with redirect mode set to error (<a href=""https://github-redirect.dependabot.com/bitinn/node-fetch/issues/653"">#653</a>)</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/244e6f63d42025465796e3ca4ce813bf2c31fc5b""><code>244e6f6</code></a> docs: Show backers in README</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/6a5d192034a0f438551dffb6d2d8df2c00921d16""><code>6a5d192</code></a> fix: Properly parse meta tag when parameters are reversed (<a href=""https://github-redirect.dependabot.com/bitinn/node-fetch/issues/682"">#682</a>)</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/47a24a03eb49a49d81b768892aee10074ed54a91""><code>47a24a0</code></a> chore: Add opencollective badge</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/7b136627c537cb24430b0310638c9177a85acee1""><code>7b13662</code></a> chore: Add funding link</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/5535c2ed478d418969ecfd60c16453462de2a53f""><code>5535c2e</code></a> fix: Check for global.fetch before binding it (<a href=""https://github-redirect.dependabot.com/bitinn/node-fetch/issues/674"">#674</a>)</li>
<li><a href=""https://github.com/node-fetch/node-fetch/commit/1d5778ad0d910dbd1584fb407a186f5a0bc1ea22""><code>1d5778a</code></a> docs: Add Discord badge</li>
<li>Additional commits viewable in <a href=""https://github.com/bitinn/node-fetch/compare/v2.6.0...v2.6.1"">compare view</a></li>
</ul>
</details>
<details>
<summary>Maintainer changes</summary>
<p>This version was pushed to npm by <a href=""https://www.npmjs.com/~akepinski"">akepinski</a>, a new releaser for node-fetch since your current version.</p>
</details>
<br />


[![Dependabot compatibility score](https://dependabot-badges.githubapp.com/badges/compatibility_score?dependency-name=node-fetch&package-manager=npm_and_yarn&previous-version=2.6.0&new-version=2.6.1)](https://docs.github.com/en/github/managing-security-vulnerabilities/configuring-github-dependabot-security-updates)

Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/GMOD/jbrowse-components/network/alerts).

</details>"
1200,Use build framework for more plugins,closed,,,garrettjstevens,garrettjstevens,garrettjstevens,2020-09-11T23:28:35Z,2020-09-16T23:46:24Z,2020-09-16T23:46:20Z,"This uses the framework introduced in #1180 to add a build system to more of the plugins. A couple notable things:

* When all packages are built using `yarn build` in the root, it now constructs a dependency graph and builds them in that order, regardless of whether they are plugins, packages or products.
* Had to replace `require`s with `import` statements for the built versions to work. These were used in a few places to do `jbrequire(require('./someFile))`."
1199,Generate sequence for a CRAM feature for example for feature details,closed,enhancement,,cmdcolin,,,2020-09-11T23:23:33Z,2020-09-14T17:48:46Z,2020-09-14T17:45:30Z,"Would return via feature.get('seq')

"
1198,Overview polygons error,closed,bug,,cmdcolin,teresam856,teresam856,2020-09-11T14:57:00Z,2020-10-30T18:30:00Z,2020-10-30T18:30:00Z,"Visiting this link

http://localhost:3000/?config=test_data%2Fvolvox%2Fconfig.json&session=eJztVtlu2kAU_RU0T63kELOF5Y0gtUGKUkRQ6aIKDfa1Pep47MwMW5H_vXfGDnaApKnSx_KA5Lucc-_xscd7ImgMZEDGQkMoqWaJqGlQugZbGqcciENiKkMmyMB1iC_pBuSc-Toig1av7ZA1g40ig-97wnyEYSXMwsBgu96lhuCWCaDyI4gkhs_YhJkkCBToyZYMrly3Ue-1O41uq9Xp9RtdhyzTCUiT69b77av-VbvdcFvNbr_X6uAcTKWc7sCfQohU-QASgrt8GU-HQ8RXmkpt5waBw3Vc_DlYtgapAAMB5QocQpWCeMl3RfM64etkSzLnCPH6FLHxd4g_UAxJvZ8Vvb5du-ly7l48hKVSQ85CEYPQamaqMREBCyPkbXaQzUtEwMJVLvIBfeFJGi_ooRW7JozDKs0xBgVf_HU-nvK42yzpqmUlVcM9pdqfb7E7jf1nR1mktnyx3f3CalHV5EIlUoNfNx21d0inWTh0akcKvK_lCOSpskbGR21RWo-i9RK5M9FjN5s89WmqQVbWGCHrsIhiP17dJt5h15VkWGO6Fz7V9DJnunwy-AXl2ixkF0DLGBD2JhDzxwySgocVCA-GJ2PPNsk10-Xg2l6_mrXeXDJNsiwzxhU-SPSuacpv6rQIndztQwL77tfhB6B6JeFM-ZlkZtnu7yajBJ8UGsJTU3656zVno0-daVC68qS4tGb7BWeeafujPZVIvaLnLR6twPxro1a2Km-7Wi3_W_rI0seergh3zqlnshZDAQdPm9PFRJkIsdguECWbxw4y0HIFeSx_QvKIectHzIcboL5hK46EMvQJ-82peUhZg95bykTO8tEihiTSi5hHOclJrM1u6RK4qnKP0IIgzelaAJoBNswPQVsJqkizKtPh8Xu-4vA03jxXMrdExmoJ5zS1h-AelQoYx6lmsNVGuvwz4dzngVGbepqtYf6qkV_IZfatIPAC0ccCj2q0msHLst9xkiTu


The overview polygon for ctgB is not printed correctly"
1197,jbrowse-cli will not be able to listVersions past pagination boundary,closed,"bug,enhancement",,cmdcolin,cmdcolin,cmdcolin,2020-09-11T14:38:50Z,2020-09-14T20:27:16Z,2020-09-14T20:26:49Z,"Currently jbrowse-cli uses listVersions but this will not obtain releases past a pagination boundary, e.g. github doesn't actually give all tags in a single request

If we want to do it properly there are a couple options

-iterate the pagination
-maintain our own little json file with the releases and URLs
-keep things as is and only get the first page of pagination

In the worst case jbrowse create foldername would not get any jbrowse-web releases, but I think this might not happen due to the way lerna releases things. I think that, if core changes, all dependants get published. This is actually pretty crazy and results in the ""storm of tags"" thing but seems like how it is done"
1196,Print version that was downloaded from a jbrowse create or jbrowse update,closed,enhancement,,cmdcolin,,,2020-09-11T14:35:48Z,2020-09-13T22:19:07Z,2020-09-13T22:19:07Z,Just a nice confirmation of what happened
1195,JBrowse-cli create command not working with last Jbrowse version,closed,bug,,Akusem,,,2020-09-11T12:24:31Z,2020-09-13T22:06:21Z,2020-09-13T22:06:20Z,"**Describe the bug**
When using `jbrowse create ./jbrowse` command, I get the following error:
```
TypeError: Cannot read property 'browser_download_url' of undefined
```

After looking in `create.ts` it seem to be due to `fetchGithubVersions` not finding the release of Jbrowse.

I've tried it using differents tags, and only the latest version of the 3 releases avalaible (@gmod/jbrowse-web@0.0.1-beta.23) seem to have this problem, as, when using `jbrowse create ./jbrowse --tagVersions @gmod/jbrowse-web@0.0.1-beta.15` the installation seem to work correctly.


**To Reproduce**

1. Install last version of jbrowse-cli:  `yarn global add @gmod/jbrowse-cli@0.0.1-beta.21`
2. Try to create a jbrowse release: `jbrowse create ./jbrowse`

**Version:**
Jbrowse-cli 0.0.1-beta.21

"
1194,Center moveTo region bugfix,closed,,,garrettjstevens,garrettjstevens,garrettjstevens,2020-09-11T02:35:46Z,2020-09-11T18:06:08Z,2020-09-11T18:06:03Z,"This fixes #1188, which looks like it was introduced in 69fa77d88b277914c9d7be3e09cd34d661cf6f69. This is the same idea as 69fa77d88b277914c9d7be3e09cd34d661cf6f69 (in moveTo, center a region that's smaller than the screen width), implemented in a different way.

Also includes a small fix since my editor was warning me that `event.keyCode` is deprecated."
